,,DESCENDENCIA EJEMPLAR,,,,,,,
,REGISTRO:,193844,,,,,,,
,NOMBRE:,ONIX (FC),,,,,,,
REGISTRO,NOMBRE,FECHA_NTO,COLOR,SEXO,MICROCHIP,GENO,ANDAR,PADRE/MADRE,
REGISTRO0,NOMBRE,FECHA_NTO,COLOR,SEXO,MICROCHIP,GENO,ANDAR,PADRE/MADRE0
1284220,GUERRERO DE LA Y,05/11/2016,CASTAÑO,MACHO,AVID*601*307*549,GD,P3,1278360
1284610,NIÑO T DE FINCA SAN MARTIN,05/06/2015,BAYO,MACHO,AVID*601*547*058,GD,P3,2861140
1284710,AMATISTA DE LA CEIBA,18/03/2016,CASTAÑO,HEMBRA,AVID*601*881*010,GD,P3,2417980
1285070,PRINCESA DE H.C.,03/07/2016,CASTAÑO,HEMBRA,AVID*040*263*769,GD,P3,3008580
1285260,CATALEYA DEL ENCANTO,07/03/2017,CASTAÑO,HEMBRA,AVID*603*275*561,GD,P3,879640
1285280,IMPERIAL DE SAN NICODEMUS,15/01/2016,CASTAÑO,MACHO,AVID*844*892*003,GD,P3,1264200
1285450,TRUENO DE MILUZA,11/01/2014,CASTAÑO,MACHO,978101082013801,GD,P3,2901050
1286020,GALAN DE GRANJA DANI Y TITO,14/01/2018,CASTAÑO,MACHO,978101082665941,GD,P3,2073260
1286300,ANCHELOTTA DEL 05,12/02/2017,MORO,HEMBRA,978101082556894,GD,P3,2286270
1326300,FRENESI DE LOS ALPES,05/03/2013,BAYO,MACHO,AVID*010*045*617,GD,P3,1817480
REGISTRO0,NOMBRE,FECHA_NTO,COLOR,SEXO,MICROCHIP,GENO,ANDAR,PADRE/MADRE0
1327170,TORNADO DE TAYRONA,20/03/2012,ZAINO,MACHO,AVID*010*054*834,GD,P3,1315150
1329000,INVICTO DE LA PONDEROSA,30/04/2014,CASTAÑO,MACHO,AVID*020*124*283,GD,P3,1322810
1329120,KIARA EBANOS DE ASUCABALLO,06/09/2014,CASTAÑO,HEMBRA,AVID*040*313*278,GD,P3,2604130
1329470,PRINCESA DE RANCHO GUANAJUATO,09/02/2015,CASTAÑO,HEMBRA,AVID*041*375*791,GD,P3,1325130
1329510,REVANCHA DE LOS ANGELES,20/06/2014,CASTAÑO,HEMBRA,AVID*041*530*101,GD,P3,3002140
1329560,SAMARIA DE LA CAROLINA,07/10/2014,CASTAÑO,HEMBRA,AVID*041*616*634,GD,P3,1325470
1329690,DON SIMON DE SANTA CLARA,03/10/2014,CASTAÑO,MACHO,AVID*040*840*785,GD,P3,1322260
1329720,DULCINEA DE VILLA LAURA,19/12/2014,CASTAÑO,HEMBRA,AVID*839*040*122,GD,P3,1324700
1329780,CARMELITA DE SAN ANTONIO,28/02/2015,CASTAÑO,HEMBRA,AVID*839*035*610,GD,P3,2400270
1329900,SALOME DE PES. ASOCALA,20/02/2015,CASTAÑO,HEMBRA,AVID*839*030*520,GD,P3,1323170
1329960,LEGENDARIO DE VILLA PARAISO,29/03/2015,CASTAÑO,MACHO,AVID*839*018*092,GD,P3,2472670
1330010,EMPERADOR DE LA OCULTA,04/03/2013,CASTAÑO,MACHO,AVID*839*010*289,GD,P3,2764190
1330120,GINEBRA DE TRES POTRILLOS,20/12/2015,CASTAÑO,HEMBRA,AVID*839*029*332,GD,P3,1323230
1330130,GOLIAT DE LOS SAMANES,04/01/2016,CASTAÑO,MACHO,AVID*839*026*259,GD,P3,1316610
1330140,MADONA DE LOS SAMANES,16/08/2015,CASTAÑO,HEMBRA,AVID*839*027*887,GD,P3,1323220
1330470,DINAMICO DE BUENOS AIRES,13/10/2015,CASTAÑO,MACHO,AVID*839*025*080,GD,P3,1321390
1330510,EMILIANO ZAPATA DE LA Z,08/08/2015,CASTAÑO,MACHO,AVID*839*271*269,GD,P3,2146840
1330720,COMANDANTE DE LOS LAURELES,01/10/2015,CASTAÑO,MACHO,AVID*839*261*050,GD,P3,1325360
1330730,PLENILUNIO DE LAS MELLAS,02/10/2015,CASTAÑO,MACHO,AVID*839*276*553,GD,P3,2049430
1330740,ALCARAVAN DE SAN ANTONIO,10/08/2016,CASTAÑO,MACHO,AVID*844*627*341,GD,P3,1322470
1330950,MUÑECA DEL AREM,18/05/2013,CASTAÑO,HEMBRA,AVID*844*772*586,GD,P3,2181890
1330970,MEDUZA DE VILLA FONTANA,11/10/2016,CASTAÑO,HEMBRA,AVID*844*633*067,GD,P2,1328980
1331000,MOROCOTA DEL SILENCIO,10/07/2015,CASTAÑO,HEMBRA,AVID*844*639*562,GD,P3,2079950
1331100,TORMENTA DE CANAAN,15/05/2016,CASTAÑO,HEMBRA,AVID*844*776*607,GD,P3,1329920
1331180,TRILLADOR DE LAS 3J,06/07/2014,CASTAÑO,MACHO,AVID*844*637*773,GD,P3,2508710
1331270,EMINENTE DE LAS ORQUIDEAS,25/06/2017,CASTAÑO,MACHO,AVID*845*022*103,GD,P3,3009920
1331340,GRECO DE LAS 3J,06/08/2015,CASTAÑO,MACHO,AVID*844*775*059,GD,P3,2508710
1331480,IMPACTO DE LA SEDONA,20/11/2016,CASTAÑO,MACHO,AVID*844*882*555,GD,P3,1326260
1331620,DONALD TRUMP DE LA FORTUNA,17/01/2017,CASTAÑO,MACHO,AVID*601*601*379,GD,P3,3014080
1331630,ADORACION II DE LA FANTASIA DEL HUILA,14/08/2017,CASTAÑO,HEMBRA,AVID*601*589*552,GD,P3,2562050
1331740,DON JOE DEL PORTAL,09/07/2015,CASTAÑO,MACHO,AVID*601*590*806,GD,P3,1325550
1331810,PRINCIPE DE SAN FRANCISCO,20/05/2014,CASTAÑO,MACHO,AVID*601*597*045,GD,P2,1964860
1331950,GOLOSO DE LAS MARIAS,01/02/2015,CASTAÑO,MACHO,AVID*601*591*020,GD,P3,1325480
1332260,ALMIRANTE DE VILLA ESPERANZA,16/12/2017,CASTAÑO,MACHO,AVID*601*596*347,GD,P3,1323370
1332280,KATRINA DE LA ITALIA,29/12/2015,CASTAÑO,HEMBRA,AVID*601*597*042,GD,P3,2158580
1332290,FLOR DE LOTO DE SAN JORGE,01/07/2018,MORO,HEMBRA,AVID*601*601*856,GD,P3,2327080
1332350,ALEGRIA DE LAS NUBES,20/03/2017,CASTAÑO,HEMBRA,AVID*601*588*068,GD,P3,2357900
1332440,PIEDRA PRECIOSA DE ASUCABALLO,28/08/2018,CASTAÑO,HEMBRA,AVID*601*584*517,GD,P3,1323770
REGISTRO0,NOMBRE,FECHA_NTO,COLOR,SEXO,MICROCHIP,GENO,ANDAR,PADRE/MADRE0
1332490,MARA DE LA Z,25/08/2014,CASTAÑO,HEMBRA,AVID*601*593*028,GD,P2,2146840
1332540,SUCESORA LABOYANA DE RANCHO SAN JUANITO,01/08/2018,CASTAÑO,HEMBRA,AVID*601*600*375,GD,P3,4089210
1332670,CONSENTIDA DE VILLA SANDRA,15/02/2018,CASTAÑO,HEMBRA,AVID*601*377*868,GD,P3,1329840
1332710,JULIANITA DE VILLA NAXLY,01/02/2019,CASTAÑO,HEMBRA,978101081924355,GD,P3,1048670
1332740,PRINCESA DE LA Z,15/12/2017,CASTAÑO,HEMBRA,978101081924898,GD,P2,1326700
1332750,REINA KATWE DE LA MARQUEZA,03/11/2014,ZAINO,HEMBRA,AVID*601*365*305,GD,P3,1678220
1332950,CAMELIA DE VILLA ESPAÑOLA DE GARIBALDI,27/04/2015,CASTAÑO,HEMBRA,978101081924165,GD,P3,2425550
1332980,PEGAZO DE VILLA JULIANA,20/12/2016,CASTAÑO,MACHO,978101081924420,GD,P3,2467180
1333060,CALIFAS DE VILLA EDELMIRA,05/03/2014,CASTAÑO,MACHO,978101082449784,GD,P3,1241170
1454920,AMOR DE ESTUDIANTE DE RANCHO PUPY,24/02/2012,CASTAÑO,HEMBRA,AVID*079*620*523,GD,P3,1114130
1456210,CANTINERA DE TIERRA SANTA,01/09/2013,CASTAÑO,HEMBRA,AVID*022*347*860,GD,P3,623560
1456250,CARRUSEL DE MORAVIA,25/03/2012,CASTAÑO,MACHO,AVID*022*345*842,GD,P3,2523630
1456310,LOPERENA DE BINOMIO DE ORO,05/11/2012,CASTAÑO,HEMBRA,AVID*021*596*259,GD,P3,2914110
1456700,PILONERA MAYOR DE LA OLGUITA,20/06/2013,MORO,HEMBRA,AVID*839*022*513,GD,P3,832960
1457070,VENDIMIA DE VILLA MARCELA,16/06/2017,CASTAÑO,HEMBRA,AVID*601*302*543,GD,P3,2864830
1457080,TITAN DE SAN JOSE-RND,03/11/2016,CASTAÑO,MACHO,AVID*601*313*001,GD,P3,2810630
1457110,ISABELA DE RANCHO PUPY (AVID*841*808*335),24/02/2013,CASTAÑO,HEMBRA,AVID*021*587*832,GD,P3,1114130
1457140,DOÑA FRANCIA DEL HORIZONTE,05/08/2017,CASTAÑO,HEMBRA,AVID*601*297*819,GD,P3,2784380
1457260,MANDARINA DE LA MAMILA,14/03/2016,CASTAÑO,HEMBRA,AVID*601*588*546,GD,P3,1454720
1457460,BENDICION DE MARIA DOLORES,11/01/2018,CASTAÑO,HEMBRA,AVID*601*380*846,GD,P3,2780460
1457730,LUNA DE LA CRISTALINA,12/11/2015,CASTAÑO,HEMBRA,978101081925148,GD,P2,1127920
1510480,DON FELIPE DEL RODEO,07/08/2012,CASTAÑO,MACHO,AVID*008*593*078,GD,P3,393060
1511130,MAXIMO DE SANTA CECILIA,01/07/2014,CASTAÑO,MACHO,AVID*022*374*050,GD,P3,2208000
1513030,DON LUIS DE LA CORONA,05/09/2016,CASTAÑO,MACHO,AVID*839*353*544,GD,P3,2524710
1513090,PITONIX DE VILLA INES,04/08/2017,CASTAÑO,MACHO,AVID*601*298*087,GD,P3,2611720
1513210,PIONERO DE SAN FELIPE,10/05/2017,CASTAÑO,MACHO,AVID*601*303*590,GD,P3,1508730
1513260,MARTINA,05/05/2017,CASTAÑO,HEMBRA,AVID*601*297*822,GD,P3,2799860
1513290,ROCIO DE MEDIA NOCHE DE SANTA ANA,06/01/2016,CASTAÑO,HEMBRA,AVID*843*541*108,GD,P2,2456450
1513500,CANARIO DE SANTA ANA,25/10/2017,CASTAÑO,MACHO,AVID*843*536*554,GD,P3,2336550
1513510,MILAGROSO,10/06/2016,CASTAÑO,MACHO,AVID*845*040*626,GD,P3,2192190
1513630,PEREGRINO DEL CORCEL,01/01/2018,CASTAÑO,MACHO,AVID*601*370*076,GD,P3,1933700
1513720,PRINCIPE DE SAN JOSE,24/06/2017,BAYO,MACHO,AVID*843*558*775,GD,P3,2927590
1624870,EMBRUJO DEL CERRITO,20/10/2010,CASTAÑO,MACHO,AVID*054*864*295,GD,P3,2363630
1627500,COLOMBIANO DE LOS PINOS,20/07/2012,CASTAÑO,MACHO,AVID*005*838*580,GD,P3,2905170
1633150,ESFINGE DE GRAN DINASTIA,07/05/2012,BAYO,HEMBRA,AVID*071*806*636,GD,P3,2334560
1633160,RESPLANDOR DE GRAN DINASTIA,15/07/2012,CASTAÑO,MACHO,AVID*006*039*352,GD,P3,2329100
1633210,ARABELLA DE GRAN DINASTIA,20/08/2012,CASTAÑO,HEMBRA,AVID*006*066*785,GD,P1,149320
1634150,CALIDOSO DE CAMINO REAL,15/01/2013,CASTAÑO,MACHO,AVID*076*603*298,GD,P3,1681360
REGISTRO0,NOMBRE,FECHA_NTO,COLOR,SEXO,MICROCHIP,GENO,ANDAR,PADRE/MADRE0
1634290,SOÑADOR DEL TENAMPA,11/07/2013,CASTAÑO,MACHO,AVID*022*357*772,GD,P3,2302090
1634430,CAMBALACHE DEL GILGAL,29/10/2013,CASTAÑO,MACHO,AVID*022*345*548,GD,P2,2541070
1634540,R-15 DE LA BETULIA,07/03/2011,CASTAÑO,HEMBRA,AVID*020*293*358,GD,P3,498280
1635520,SENSACIONAL DEL ENSUEÑO,11/04/2015,CASTAÑO,MACHO,AVID*040*835*807,GD,P3,2353000
1636930,PROFUGO DE LOS BORJAS,17/08/2013,CASTAÑO,MACHO,AVID*839*813*880,GD,P1,2454520
1637500,ALTISIMO DE LA ESMERALDA,10/02/2014,CASTAÑO,MACHO,AVID*021*578*553,GD,P3,1615230
1637570,RESERVA ESPECIAL DEL TAMARINDO,02/05/2016,ZAINO,HEMBRA,AVID*841*774*621,GD,P3,2257330
1637690,PRESUMIDA DE PIRAMIDES DEL POTRILLO,17/12/2015,CASTAÑO,HEMBRA,AVID*842*022*563,GD,P3,2503210
1638200,ZAR DE UCRANIA,15/05/2014,CASTAÑO,MACHO,AVID*841*370*630,GD,P3,2520540
1638270,ALTANERO DE LAS MESITAS,26/06/2016,CASTAÑO,MACHO,AVID*844*768*118,GD,P3,1666580
1638310,DAKOTA DE LA DORADA,01/07/2014,CASTAÑO,HEMBRA,AVID*844*635*853,GD,P3,1636180
1639220,FANTASIA DEL PLACER,09/09/2015,CASTAÑO,HEMBRA,AVID*845*042*279,GD,P2,2273140
1639260,COQUETA DE LA TEBAIDA,25/10/2015,CASTAÑO,HEMBRA,AVID*844*881*291,GD,P3,1628390
1639760,SIRENA DEL VERGEL,10/05/2015,CASTAÑO,HEMBRA,AVID*601*601*523,GD,P3,2561190
1640400,ESPERANZA DE LA ALAMEDA,04/02/2016,CASTAÑO,HEMBRA,AVID*843*536*291,GD,P3,1622070
1640410,PRINCESA DE LA VICTORIA,20/01/2015,CASTAÑO,HEMBRA,AVID*601*311*278,GD,P3,1631710
1640460,PODEROSO DE SAN FELIPE,24/01/2018,CASTAÑO,MACHO,AVID*601*600*622,GD,P3,2472670
1640740,INQUIETO DE LA MANUELA,20/04/2017,CASTAÑO,MACHO,AVID*601*582*793,GD,P3,2608240
1640790,FURIA DE VILLA LEIDY,25/01/2017,MORO,HEMBRA,AVID*601*585*586,GD,P1,2356520
1640940,AFRODITA DE LA ARGENTINA,21/08/2017,MORO,HEMBRA,AVID*601*593*838,GD,P1,708790
1641380,TRINICAROL DE SAN CARLOS,01/05/2017,CASTAÑO,HEMBRA,AVID*600*258*527,GD,P3,3156100
1641390,ALICIA ADORADA DE SAN CARLOS,10/09/2017,CASTAÑO,HEMBRA,AVID*600*127*337,GD,P3,1673680
1641510,QUIMERA,25/01/2017,CASTAÑO,HEMBRA,AVID*601*311*781,GD,P3,1629510
1641540,MILLONARIA DEL PLACER,14/09/2015,CASTAÑO,HEMBRA,AVID*601*609*265,GD,P3,2193310
1641560,MATILDA,10/01/2018,CASTAÑO,HEMBRA,AVID*601*360*868,GD,P3,4094980
1641600,TANIA DEL PENCAL,15/08/2014,CASTAÑO,HEMBRA,AVID*601*607*869,GD,P3,2521640
1641630,GANDALF DE LOS CUATRO POTRILLOS,15/03/2016,BAYO,MACHO,AVID*601*374*336,GD,P3,2324780
1641770,SORPRENDENTE DE LA CLARITA,24/03/2014,CASTAÑO,HEMBRA,AVID*601613*295,GD,P3,395580
1641930,BENDECIDA DE LAS PALMAS,12/01/2016,CASTAÑO,HEMBRA,AVID*601*618*533,GD,P3,2553290
1641970,GUAJIRA II DEL SURAL,20/02/2018,CASTAÑO,HEMBRA,AVID*601*618*815,GD,P3,1632130
1641980,OVACION DE LAS VIOLETAS,20/08/2017,ZAINO,HEMBRA,AVID*601*595*308,GD,P1,711820
1642230,ATAHUALPA DE SANTA INES,05/02/2014,CASTAÑO,MACHO,AVID*601*612*336,GD,P3,708960
1642260,CONSENTIDA DE LA TEBAIDA,18/03/2018,CASTAÑO,HEMBRA,978101081936954,GD,P3,1628390
1642280,POLICARPA DE LA TEBAIDA,20/01/2017,CASTAÑO,HEMBRA,978101081934103,GD,P3,1628380
1642660,CALIDOSO DE VILLA SOFIA,17/10/2017,BAYO,MACHO,978101081933111,GD,P3,1619030
1642710,LUCERO DE LA ALAMEDA,09/07/2017,CASTAÑO,HEMBRA,AVID*603*351*075,GD,P3,1628190
1642720,SANTA DE SANTA ANA,01/04/2018,CASTAÑO,HEMBRA,AVID*601*537*874,GD,P3,2565360
1642760,MACARENA DE GRAN CHAPARRAL,06/07/2017,CASTAÑO,HEMBRA,AVID*601*573*592,GD,P3,2370740
REGISTRO0,NOMBRE,,FECHA_NTO,COLOR,SEXO,MICROCHIP,GENO,ANDAR0
1642780,REINA MARIA,,02/04/2018,CASTAÑO,HEMBRA,AVID*601*591*067,GD,P30
1643420,DESEO IMPETUOSA DE LLANO DE SAN ISIDRO,,28/06/2018,CASTAÑO,HEMBRA,978101082448987,GD,P30
1643630,CANTALETA DE VILLA CRISTINA,,22/07/2016,CASTAÑO,HEMBRA,978101082449389,GD,P30
1682510,INTOCABLE DE SAN RAFAEL,,17/04/2012,NARANJUELOHEMBRA,,AVID*076*599*379,GD,P30
1683290,DINA DE SAN BENITO,,15/08/2011,CASTAÑO,HEMBRA,AVID*076*602*527,GD,P30
1683610,ORQUIDEA DE BETANIA,,29/07/2012,CASTAÑO,HEMBRA,AVID*079*623*543,GD,P30
1683990,OPTIMISTA DE,BETANIA,05/11/2012,CASTAÑO,HEMBRA,AVID*079*611*076,GD,P30
1684520,PRESUMIDO,,16/05/2012,CASTAÑO,MACHO,AVID*005*830*091,GD,P20
1684920,CAPRICORNIO DEL PALACIO,,01/04/2010,CASTAÑO,MACHO,AVID*010*872*529,GD,P30
1685240,ONASIS DE LA FLORENCIA,,27/02/2013,MORO,MACHO,AVID*010*894*099,GD,P20
1686110,JOYA DE LA DIANA,,18/04/2013,CASTAÑO,HEMBRA,AVID*010*032*256,GD,P30
1686120,TROVADORA DE LAS MERCEDES,,04/09/2012,CASTAÑO,HEMBRA,AVID*010*026*054,GD,P30
1686130,MACLAREN DEL VELERO,,24/01/2013,CASTAÑO,HEMBRA,AVID*010*109*588,GD,P30
1686150,MONALISA DE FINCA CALIFORNIA AVID*029*533*807,,27/12/2012,BAYO,HEMBRA,AVID*010*071*030,GD,P20
1686640,TOLEDO DE GALAMBAO,,26/09/2012,MORO,MACHO,AVID*836*315*047,GD,P30
1686970,JUGUETE DE ARIZONA,,26/02/2011,CASTAÑO,MACHO,AVID*010*589*061,GD,P30
1687920,SUNAMI DE SANTA ISABEL,,17/10/2012,CASTAÑO,MACHO,AVID*010*060*535,GD,P30
1688290,VALKANO DE APOSENTOS DE CUNDINAMARCA,,17/02/2012,CASTAÑO,MACHO,AVID*020*258*011,GD,P30
1688720,CARIOCA DE 3A,,11/10/2012,CASTAÑO,HEMBRA,AVID*008*588*350,GD,P30
1689160,FANTASTICA DE VILLA CAROLINA,,10/02/2013,CASTAÑO,HEMBRA,AVID*013*258*805,GD,P30
1689630,MONUMENTAL DE SAN JUANITO(AVID*839*024*548),,25/07/2012,CASTAÑO,MACHO,AVID*839*033*623,GD,P20
1690860,DOBLE ANIS DE J.H.,,20/07/2010,ZAINO,MACHO,AVID*021*583*612,GD,P30
1690930,PILARICA DE LOS PINOS,,01/01/2013,CASTAÑO,HEMBRA,AVID*021*556*630,GD,P20
1690960,PAPARAZZI DE LA SIERRA,,17/05/2012,CASTAÑO,MACHO,AVID*021*574*026,GD,P30
1690970,PERFUME DE LOS PINOS,,19/05/2012,CASTAÑO,MACHO,AVID*021*572*806,GD,P30
1691360,TUTAINA DE RIOBAMBA,,25/12/2011,CASTAÑO,HEMBRA,AVID*006*017*781,GD,P30
1691450,USAIN DE JUAN ANDRES,,20/08/2012,CASTAÑO,MACHO,AVID*021*768*793,GD,P30
1693370,SEMILLA DE LAS CAMELIAS,,10/11/2012,CASTAÑO,HEMBRA,AVID*021*582*591,GD,P30
1694330,TERREMOTO DE LA PALMA,,06/03/2013,CASTAÑO,MACHO,AVID*020*108*583,GD,P30
1694480,VENDABAL DEL RECREO,,05/03/2014,CASTAÑO,MACHO,AVID*020*266*629,GD,P30
1694810,SALOME DEL EDEN,,05/02/2013,CASTAÑO,HEMBRA,AVID*020*091*341,GD,P30
1694820,BARUC DE 3A,,03/02/2013,CASTAÑO,MACHO,AVID*008*590*348,GD,P30
1695250,GACELA DE SAMIJUAKA,,25/10/2011,CASTAÑO,HEMBRA,AVID*020*276*045,GD,P30
1695340,MAJESTUOSA DE LA PROVINCIA,,10/08/2014,CASTAÑO,HEMBRA,AVID*022*365*270,GD,P30
1695360,DIOSA DEL RANCHO,,05/08/2013,CASTAÑO,HEMBRA,AVID*022*527*315,GD,P30
1695370,MERCENARIO DE LA PROVINCIA,,03/02/2014,CASTAÑO,MACHO,AVID*022*353*332,GD,P30
1695380,MIA DE LA PROVINCIA,,26/11/2013,CASTAÑO,HEMBRA,AVID*022*348*273,GD,P30
1695520,AGATA DE SAHARA,,07/11/2013,CASTAÑO,HEMBRA,AVID*022*346*364,GD,P30
REGISTRO0,NOMBRE,FECHA_NTO,COLOR,SEXO,MICROCHIP,GENO,ANDAR,PADRE/MADRE0
1695780,SR EDWARD DEL RUBY,20/04/2013,CASTAÑO,MACHO,AVID*022*518*844,GD,P3,2324540
1695810,SORPRESA DE CERRITOS,30/12/2013,CASTAÑO,HEMBRA,AVID*024*547*259,GD,P3,2357370
1695820,PLEGARIA DE VILLA LAURA,20/05/2013,CASTAÑO,HEMBRA,AVID*024*559*617,GD,P3,1041840
1695840,APOLO DE SANTA LUCIA,01/09/2013,CASTAÑO,MACHO,AVID*021*637*855,GD,P1,2542460
1696000,PRINCESA DE LA HERRADURA,21/08/2013,CASTAÑO,HEMBRA,AVID*024*772*865,GD,P3,2415670
1696150,PIRUETA DE LA CANDELARIA,10/04/2013,CASTAÑO,HEMBRA,AVID*029*334*796,GD,P3,2363940
1696600,WUAIRA DE VILLA MARITZA,01/08/2013,CASTAÑO,HEMBRA,AVID*020*265*035,GD,P3,1760670
1696770,FIDEL DE LOS SAUCES,14/05/2013,CASTAÑO,MACHO,AVID*028*789*622,GD,P3,2310130
1696970,DESTELLO DE LA MORITA,26/06/2014,CASTAÑO,MACHO,AVID*029*383*624,GD,P3,1670870
1697020,DIOSA DE LA PROVINCIA,20/06/2014,CASTAÑO,HEMBRA,AVID*021*869*582,GD,P3,935050
1697030,MARTIN BALA DE LA PENINSULA,24/06/2014,CASTAÑO,MACHO,AVID*029*320*776,GD,P2,2190050
1697540,DIAMANTE DE BELLAVISTA,04/09/2013,CASTAÑO,MACHO,AVID*040*126*313,GD,P3,2178020
1697780,JUANA MARIA DE LA PROMESA,06/02/2014,CASTAÑO,HEMBRA,AVID*029*553*833,GD,P3,2626570
1698190,ESPARTACUS DE SAN PABLO,31/12/2013,CASTAÑO,MACHO,AVID*029*357*876,GD,P3,2653550
1698220,MONALISA,15/12/2012,BAYO,HEMBRA,AVID*029*533*807,GA,P1,2325730
1698500,ORACULO DE LOS CIRUELOS,05/02/2014,CASTAÑO,MACHO,AVID*040*108*634,GD,P3,1124070
1698530,CASSANDRA DE LA CAPRICHOSA,07/12/2013,CASTAÑO,HEMBRA,AVID*041*638*576,GD,P3,2280970
1698660,VENUS (ANULADO),10/10/2012,CASTAÑO,HEMBRA,,GN,P3,379750
1698840,PEGASO DE SAN FELIPE,15/01/2013,CASTAÑO,MACHO,AVID*040*115*613,GD,P3,2527540
1698900,MISIONERA DE BETANIA,18/02/2014,MORO,HEMBRA,AVID*040*341*069,GD,P3,1663780
1699210,LUNA DEL CHUSCAL,19/01/2015,CASTAÑO,HEMBRA,AVID*040*884*070,GD,P3,2320910
1699440,TEMPESTAD DE LOS FARALLONES,02/05/2014,CASTAÑO,HEMBRA,AVID*836*324*015,GD,P3,2552250
1699710,REY DEL REFUGIO,15/07/2015,ZAINO,MACHO,AVID*836*330*794,GD,P3,2416300
1699750,ZAFIRO DE LA TITA,18/07/2015,CASTAÑO,MACHO,AVID*836*328*609,GD,P3,2366620
1964320,OROPEL DEL AZUCENO,15/02/2010,CASTAÑO,MACHO,AVID*047*118*123,GD,P3,1956420
1964330,OSIRIS DEL AZUCENO,10/05/2010,CASTAÑO,MACHO,AVID*047*117*361,GD,P1,1724770
1965530,TOPACIO DE LAS CAROLINAS,03/02/2012,CASTAÑO,HEMBRA,AVID*067*125*614,GD,P3,1962040
1966820,ORIZA DEL AZUCENO,20/01/2013,CASTAÑO,HEMBRA,AVID*009*022*863,GD,P3,1958480
1967670,ESMERALDA DE LOS SAMANES,20/11/2010,CASTAÑO,HEMBRA,AVID*050*383*109,GD,P3,1952060
1967740,ASARO DEL VERGEL,01/12/2010,NARANJUELOMACHO,,AVID*010*040*803,GD,P3,1956880
1968170,MACADAMIA DE LA MARIA,02/08/2013,CASTAÑO,HEMBRA,AVID*010*047*305,GD,P3,2328750
1969680,GRANO DE ORO DE VILLA ALEJANDRA,21/10/2012,CASTAÑO,MACHO,AVID*021*556*093,GD,P3,2625620
1970140,OSIRIS DEL OCAL,20/09/2012,CASTAÑO,HEMBRA,AVID*021*626*010,GD,P3,1962400
1970730,ZAFIRO DE CEYLAN,01/04/2014,CASTAÑO,MACHO,AVID*020*077*861,GD,P2,1830210
1971080,GIOCONDA DE LUSITANIA,23/12/2013,CASTAÑO,HEMBRA,AVID*040*844*108,GD,P3,1959880
1971250,PORTENTO DE FINCA DINAMARCA,18/03/2014,CASTAÑO,MACHO,AVID*040*053*632,GD,P3,880110
1971360,ONIX JB DE LA JOYITA,25/01/2011,CASTAÑO,MACHO,AVID*059*283*815,GD,P3,2343130
1971450,MILAGROSA,01/04/2014,CASTAÑO,HEMBRA,AVID*040*122*383,GD,P3,771180
REGISTRO0,NOMBRE,FECHA_NTO,COLOR,SEXO,MICROCHIP,GENO,ANDAR,PADRE/MADRE0
1971740,CANDELAZO DE TRES POTRILLOS,28/07/2014,CASTAÑO,MACHO,AVID*059*563*536,GD,P3,2758090
1971960,MALALA DE MONTESA,26/03/2015,CASTAÑO,HEMBRA,AVID*839*031*525,GD,P3,2550130
1972440,LUCERO DE CLUB CABALLISTICO LOS POTRILLO,20/02/2014,CASTAÑO,HEMBRA,AVID*839*287*009,GD,P3,2189550
1972450,TURQUEZA DE POTE SEGUROS,02/04/2015,CASTAÑO,HEMBRA,AVID*839*277*364,GD,P3,2091620
1972720,ANTORCHA DE LA CASTELLANA,24/02/2016,CASTAÑO,HEMBRA,AVID*842*012*874,GD,P3,2431090
1973050,DOÑA EMMA DE LA MIEL,15/11/2016,CASTAÑO,HEMBRA,AVID*844*777*828,GD,P3,3007780
1973240,BENDICION DEL ROSARIO,20/09/2015,ZAINO,HEMBRA,AVID*844*883*539,GD,P3,1391950
1973270,PRETENCIOSA DE RANCHO DE J1,06/12/2017,CASTAÑO,HEMBRA,AVID*845*022*289,GD,P3,1966320
1973560,ILUSION DE ATRAPASUEÑOS,05/07/2016,CASTAÑO,HEMBRA,AVID*601*294*089,GD,P3,2190420
1973620,SOMBRA POSEIDON DE RANCHO MONASTERIO,03/03/2017,CASTAÑO,MACHO,AVID*601*310*586,GD,P3,1965410
1973910,OPORTUNIDAD DEL JARDIN,10/05/2017,CASTAÑO,HEMBRA,AVID*845*040*281,GD,P3,1688860
1974080,SOMBRA DE VILLA XIMENA,28/03/2017,CASTAÑO,HEMBRA,AVID*843*543*605,GD,P3,1966930
1974160,MAGDALENA DE LAS MARIAS,29/10/2015,CASTAÑO,HEMBRA,AVID*601*626*593,GD,P3,2195730
1974870,MARIA GUADALUPE DEL AZUCENO,25/08/2017,CASTAÑO,HEMBRA,AVID*601*577*317,GD,P3,1961910
1974940,CINDERELLA DE LA TERE,28/02/2018,CASTAÑO,HEMBRA,AVID*601*585*012,GD,P3,771610
1974970,ANASTASIA DE LA TERE,08/06/2018,CASTAÑO,HEMBRA,AVID*601*569*866,GD,P3,1687850
1975060,MUÑECA DE VILLA VERONICA,01/02/2016,CASTAÑO,HEMBRA,978101081930528,GD,P3,1964970
1975190,PATRIOTA DE HACIENDA LA SEBASTIANA,20/06/2017,CASTAÑO,MACHO,978101081924416,GD,P3,4074360
1975220,AMACA PIQUIÑA DEL VERGEL,20/10/2011,BAYO,HEMBRA,AVID*021*876*517,GD,P3,1956880
